queryid_pep	pfam_id	pfam_description
evm.model.HIC_ASM_8.2346_Akon	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
evm.model.HIC_ASM_8.170_Akon	PF00179	Ubiquitin-conjugating enzyme
evm.model.HIC_ASM_12.258_Akon	PF03151	Triose-phosphate Transporter family
evm.model.HIC_ASM_4.417_Akon	PF06838	Methionine gamma-lyase
evm.model.CTG_3032.1_Akon	PF06838	Methionine gamma-lyase
evm.model.HIC_ASM_1.10762_Akon	PF03330	Lytic transglycolase
evm.model.CTG_17924.4_Akon	PF00069	Protein kinase domain
evm.model.CTG_17924.4_Akon	PF07690	Major Facilitator Superfamily
evm.model.HIC_ASM_4.3079_Akon	PF00226	DnaJ domain
evm.model.HIC_ASM_4.3079_Akon	PF01556	DnaJ C terminal domain
evm.model.HIC_ASM_4.3079_Akon	PF00684	DnaJ central domain
evm.model.HIC_ASM_10.516_Akon	PF00685	Sulfotransferase domain
evm.model.HIC_ASM_0.6074_Akon	PF18503	RPN6_C_helix
evm.model.HIC_ASM_0.6074_Akon	PF01399	PCI domain
evm.model.HIC_ASM_4.3966_Akon	PF04080	Per1-like family
evm.model.HIC_ASM_4.13935_Akon	PF04446	tRNAHis guanylyltransferase
evm.model.HIC_ASM_1.1830_Akon	PF13499	EF-hand domain pair
evm.model.HIC_ASM_1.1830_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_10.4597_Akon	PF02892	BED zinc finger
evm.model.HIC_ASM_10.4597_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.HIC_ASM_10.4597_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.CTG_5920.9_Akon	PF02892	BED zinc finger
evm.model.CTG_5920.9_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.CTG_5920.9_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_9.3921_Akon	PF02892	BED zinc finger
evm.model.HIC_ASM_9.3921_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.HIC_ASM_9.3921_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_9.799_Akon	PF02892	BED zinc finger
evm.model.HIC_ASM_9.799_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.HIC_ASM_9.799_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_3.5688_Akon	PF02892	BED zinc finger
evm.model.HIC_ASM_3.5688_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.HIC_ASM_3.5688_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_1.9878_Akon	PF02892	BED zinc finger
evm.model.HIC_ASM_1.9878_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.HIC_ASM_1.9878_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_3.3838_Akon	PF02892	BED zinc finger
evm.model.HIC_ASM_3.3838_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.HIC_ASM_3.3838_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_8.549_Akon	PF02892	BED zinc finger
evm.model.HIC_ASM_8.549_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.HIC_ASM_8.549_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_5.1_Akon	PF02892	BED zinc finger
evm.model.HIC_ASM_5.1_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.HIC_ASM_5.1_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_11.2162_Akon	PF02892	BED zinc finger
evm.model.HIC_ASM_11.2162_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.HIC_ASM_11.2162_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.CTG_19673.3_Akon	PF02892	BED zinc finger
evm.model.CTG_19673.3_Akon	PF14372	Domain of unknown function (DUF4413)
evm.model.CTG_19673.3_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.CTG_2663.8_Akon	PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
evm.model.HIC_ASM_9.10530_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_5.3459_Akon	PF02704	Gibberellin regulated protein
evm.model.HIC_ASM_4.13188_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_4.13188_Akon	PF13041	PPR repeat family
evm.model.CTG_19551.8_Akon	PF01535	PPR repeat
evm.model.CTG_19551.8_Akon	PF13041	PPR repeat family
evm.model.CTG_230.1_Akon	PF05678	VQ motif
evm.model.CTG_14372.3_Akon	PF05678	VQ motif
evm.model.CTG_11741.3_Akon	PF03195	Lateral organ boundaries (LOB) domain
evm.model.HIC_ASM_1.984_Akon	PF03195	Lateral organ boundaries (LOB) domain
evm.model.HIC_ASM_12.82_evm.model.HIC_ASM_12.83_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_12.82_evm.model.HIC_ASM_12.83_Akon	PF13041	PPR repeat family
evm.model.CTG_3779.3_Akon	PF02405	Permease MlaE
evm.model.HIC_ASM_1.5610_Akon	PF00091	Tubulin/FtsZ family, GTPase domain
evm.model.HIC_ASM_1.5610_Akon	PF03953	Tubulin C-terminal domain
evm.model.HIC_ASM_4.13131_Akon	PF00202	Aminotransferase class-III
evm.model.CTG_11999.2_Akon	PF17862	AAA_lid_3
evm.model.CTG_11999.2_Akon	PF00004	ATPase family associated with various cellular activities (AAA)
evm.model.HIC_ASM_0.5546_Akon	PF17862	AAA_lid_3
evm.model.HIC_ASM_0.5546_Akon	PF00004	ATPase family associated with various cellular activities (AAA)
evm.model.HIC_ASM_4.2744_Akon	PF17862	AAA_lid_3
evm.model.HIC_ASM_4.2744_Akon	PF00004	ATPase family associated with various cellular activities (AAA)
evm.model.HIC_ASM_9.8387_Akon	PF10536	Plant mobile domain
evm.model.HIC_ASM_9.8808_Akon	PF10536	Plant mobile domain
evm.model.HIC_ASM_4.2242_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_4.2242_Akon	PF00139	Legume lectin domain
evm.model.HIC_ASM_10.2124_Akon	PF16053	Mitochondrial 28S ribosomal protein S34
evm.model.CTG_19470.4_Akon	PF16053	Mitochondrial 28S ribosomal protein S34
evm.model.CTG_11732.4_Akon	PF08880	QLQ
evm.model.CTG_11732.4_Akon	PF08879	WRC
evm.model.HIC_ASM_10.564_Akon	PF08880	QLQ
evm.model.HIC_ASM_10.564_Akon	PF08879	WRC
evm.model.HIC_ASM_10.575_Akon	PF08880	QLQ
evm.model.HIC_ASM_10.575_Akon	PF08879	WRC
evm.model.HIC_ASM_4.14062_Akon	PF17250	NADH-ubiquinone oxidoreductase 11 kDa subunit
evm.model.HIC_ASM_4.14035_Akon	PF17250	NADH-ubiquinone oxidoreductase 11 kDa subunit
evm.model.HIC_ASM_5.25_Akon	PF14288	1,3-beta-glucan synthase subunit FKS1, domain-1
evm.model.HIC_ASM_5.25_Akon	PF02364	1,3-beta-glucan synthase component
evm.model.HIC_ASM_5.25_Akon	PF04652	Vta1 like
evm.model.HIC_ASM_2.7308_Akon	PF00226	DnaJ domain
evm.model.HIC_ASM_10.4902_Akon	PF00133	tRNA synthetases class I (I, L, M and V)
evm.model.HIC_ASM_10.4902_Akon	PF08264	Anticodon-binding domain of tRNA
evm.model.HIC_ASM_6.7937_Akon	PF00133	tRNA synthetases class I (I, L, M and V)
evm.model.HIC_ASM_6.7937_Akon	PF08264	Anticodon-binding domain of tRNA
evm.model.HIC_ASM_3.968_Akon	PF16363	GDP-mannose 4,6 dehydratase
evm.model.HIC_ASM_3.982_Akon	PF16363	GDP-mannose 4,6 dehydratase
evm.model.HIC_ASM_3.976_Akon	PF16363	GDP-mannose 4,6 dehydratase
evm.model.HIC_ASM_11.1865_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.HIC_ASM_5.808_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.HIC_ASM_5.810_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.HIC_ASM_5.857_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.HIC_ASM_5.855_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.HIC_ASM_5.8490_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.CTG_143.2_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.HIC_ASM_1.9929_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.HIC_ASM_11.4027_Akon	PF00067	Cytochrome P450
evm.model.HIC_ASM_9.1744_Akon	PF04406	Type IIB DNA topoisomerase
evm.model.HIC_ASM_9.1776_Akon	PF04406	Type IIB DNA topoisomerase
evm.model.HIC_ASM_11.4323_Akon	PF16363	GDP-mannose 4,6 dehydratase
evm.model.HIC_ASM_1.972_Akon	PF16363	GDP-mannose 4,6 dehydratase
evm.model.HIC_ASM_5.7113_Akon	PF00153	Mitochondrial carrier protein
evm.model.CTG_15122.2_Akon	PF04628	Sedlin, N-terminal conserved region
evm.model.CTG_6039.4.1_Akon	PF06417	Protein of unknown function (DUF1077)
evm.model.HIC_ASM_0.5178_Akon	PF06814	Lung seven transmembrane receptor
evm.model.HIC_ASM_3.9230_Akon	PF04442	Cytochrome c oxidase assembly protein CtaG/Cox11
evm.model.HIC_ASM_3.9374_Akon	PF00004	ATPase family associated with various cellular activities (AAA)
evm.model.HIC_ASM_3.9374_Akon	PF14363	Domain associated at C-terminal with AAA
evm.model.HIC_ASM_1.1286_Akon	PF04716	ETC complex I subunit conserved region
evm.model.CTG_4936.2_Akon	PF04716	ETC complex I subunit conserved region
evm.model.HIC_ASM_8.527_Akon	PF03083	Sugar efflux transporter for intercellular exchange
evm.model.HIC_ASM_6.1051_Akon	PF05063	MT-A70
evm.model.HIC_ASM_2.6131_Akon	PF00578	AhpC/TSA family
evm.model.HIC_ASM_4.976_Akon	PF00916	Sulfate permease family
evm.model.HIC_ASM_4.976_Akon	PF01740	STAS domain
evm.model.HIC_ASM_11.3740_Akon	PF00240	Ubiquitin family
evm.model.HIC_ASM_4.3033_Akon	PF02298	Plastocyanin-like domain
evm.model.HIC_ASM_8.233_Akon	PF00155	Aminotransferase class I and II
evm.model.CTG_11300.8_Akon	PF00191	Annexin
evm.model.HIC_ASM_4.3783_Akon	PF03909	BSD domain
evm.model.HIC_ASM_4.3786_Akon	PF03909	BSD domain
evm.model.CTG_5055.7_Akon	PF01780	Ribosomal L37ae protein family
evm.model.HIC_ASM_1.9788_Akon	PF13855	Leucine rich repeat
evm.model.HIC_ASM_1.9788_Akon	PF12799	Leucine Rich repeats (2 copies)
evm.model.HIC_ASM_1.9788_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_1.9788_Akon	PF08263	Leucine rich repeat N-terminal domain
evm.model.HIC_ASM_1.9788_Akon	PF13516	Leucine Rich repeat
evm.model.CTG_6317.5_Akon	PF13041	PPR repeat family
evm.model.CTG_6317.5_Akon	PF13812	Pentatricopeptide repeat domain
evm.model.CTG_6317.5_Akon	PF14432	DYW family of nucleic acid deaminases
evm.model.CTG_6317.5_Akon	PF12854	PPR repeat
evm.model.CTG_6317.5_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_5.10543_Akon	PF00201	UDP-glucoronosyl and UDP-glucosyl transferase
evm.model.HIC_ASM_5.11960_Akon	PF02701	Dof domain, zinc finger
evm.model.CTG_20017.3_Akon	PF13962	Domain of unknown function
evm.model.HIC_ASM_10.361_Akon	PF13962	Domain of unknown function
evm.model.HIC_ASM_4.13375_Akon	PF18051	RPN1_C
evm.model.HIC_ASM_4.13375_Akon	PF17781	RPN1_RPN2_N
evm.model.HIC_ASM_5.12221_Akon	PF00117	Glutamine amidotransferase class-I
evm.model.HIC_ASM_12.4561_Akon	PF13041	PPR repeat family
evm.model.HIC_ASM_12.4561_Akon	PF01535	PPR repeat
evm.model.HIC_ASM_5.10589_Akon	PF05678	VQ motif
evm.model.HIC_ASM_11.2142_Akon	PF17171	Glutathione S-transferase, C-terminal domain
evm.model.HIC_ASM_11.2142_Akon	PF17172	Glutathione S-transferase N-terminal domain
evm.model.CTG_9212.2_Akon	PF17171	Glutathione S-transferase, C-terminal domain
evm.model.CTG_9212.2_Akon	PF17172	Glutathione S-transferase N-terminal domain
evm.model.HIC_ASM_4.98_Akon	PF00471	Ribosomal protein L33
evm.model.CTG_6185.8_Akon	PF00471	Ribosomal protein L33
evm.model.HIC_ASM_5.11020_Akon	PF04043	Plant invertase/pectin methylesterase inhibitor
evm.model.HIC_ASM_5.11020_Akon	PF01095	Pectinesterase
evm.model.HIC_ASM_4.13896_Akon	PF00320	GATA zinc finger
evm.model.HIC_ASM_7.759_Akon	PF01161	Phosphatidylethanolamine-binding protein
evm.model.CTG_10229.4_Akon	PF04561	RNA polymerase Rpb2, domain 2
evm.model.CTG_10229.4_Akon	PF04563	RNA polymerase beta subunit
evm.model.HIC_ASM_3.9471_Akon	PF00561	alpha/beta hydrolase fold
evm.model.CTG_5778.5_Akon	PF00561	alpha/beta hydrolase fold
evm.model.HIC_ASM_11.557_Akon	PF00141	Peroxidase
evm.model.HIC_ASM_6.4395_evm.model.HIC_ASM_6.4396_Akon	PF04640	PLATZ transcription factor
evm.model.HIC_ASM_6.8476_Akon	PF00398	Ribosomal RNA adenine dimethylase
evm.model.HIC_ASM_10.3534_Akon	PF06364	Protein of unknown function (DUF1068)
evm.model.HIC_ASM_11.4664_Akon	PF03141	Putative S-adenosyl-L-methionine-dependent methyltransferase
evm.model.HIC_ASM_12.3801_Akon	PF13499	EF-hand domain pair
evm.model.HIC_ASM_1.362_Akon	PF04588	Hypoxia induced protein conserved region
evm.model.HIC_ASM_2.5942_Akon	PF12899	Alkaline and neutral invertase
evm.model.CTG_20042.26_Akon	PF00025	ADP-ribosylation factor family
evm.model.HIC_ASM_5.12096_Akon	PF00657	GDSL-like Lipase/Acylhydrolase
evm.model.CTG_11736.9_Akon	PF00657	GDSL-like Lipase/Acylhydrolase
evm.model.HIC_ASM_9.10224_Akon	PF00091	Tubulin/FtsZ family, GTPase domain
evm.model.HIC_ASM_9.10224_Akon	PF03953	Tubulin C-terminal domain
evm.model.CTG_17814.3_Akon	PF00320	GATA zinc finger
evm.model.HIC_ASM_6.7898_Akon	PF00320	GATA zinc finger
evm.model.HIC_ASM_4.1979_Akon	PF00462	Glutaredoxin
evm.model.HIC_ASM_11.6750_Akon	PF00291	Pyridoxal-phosphate dependent enzyme
evm.model.CTG_14199.7_Akon	PF00291	Pyridoxal-phosphate dependent enzyme
evm.model.CTG_9838.2_Akon	PF00291	Pyridoxal-phosphate dependent enzyme
evm.model.HIC_ASM_4.2693_Akon	PF00412	LIM domain
evm.model.HIC_ASM_4.2709_Akon	PF00412	LIM domain
evm.model.HIC_ASM_5.2466_Akon	PF01189	16S rRNA methyltransferase RsmB/F
evm.model.HIC_ASM_8.7297_Akon	PF16983	Molybdate transporter of MFS superfamily
evm.model.HIC_ASM_8.7271_Akon	PF16983	Molybdate transporter of MFS superfamily
evm.model.CTG_16922.11_Akon	PF12697	Alpha/beta hydrolase family
evm.model.HIC_ASM_5.10503_Akon	PF12697	Alpha/beta hydrolase family
evm.model.HIC_ASM_7.7465_Akon	PF06830	Root cap
evm.model.HIC_ASM_0.4954_Akon	PF00153	Mitochondrial carrier protein
evm.model.HIC_ASM_0.4945_Akon	PF00153	Mitochondrial carrier protein
evm.model.HIC_ASM_12.4544_Akon	PF05915	Eukaryotic protein of unknown function (DUF872)
evm.model.HIC_ASM_11.1113.1_Akon	PF01722	BolA-like protein
evm.model.HIC_ASM_5.5510_Akon	PF00314	Thaumatin family
evm.model.CTG_16535.1_Akon	PF16211	C-terminus of histone H2A
evm.model.CTG_16535.1_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.HIC_ASM_1.1267_Akon	PF02181	Formin Homology 2 Domain
evm.model.CTG_6585.11_Akon	PF06733	DEAD_2
evm.model.HIC_ASM_7.313_Akon	PF06733	DEAD_2
evm.model.HIC_ASM_4.13463_Akon	PF03657	UPF0113
evm.model.HIC_ASM_4.13463_Akon	PF17833	UPF0113_N
evm.model.HIC_ASM_0.754_Akon	PF05670	Domain of unknown function (DUF814)
evm.model.CTG_18639.4_Akon	PF05670	Domain of unknown function (DUF814)
evm.model.CTG_5809.1_Akon	PF04535	Domain of unknown function (DUF588)
evm.model.HIC_ASM_8.107_Akon	PF04535	Domain of unknown function (DUF588)
evm.model.HIC_ASM_5.11809_Akon	PF03953	Tubulin C-terminal domain
evm.model.HIC_ASM_5.11809_Akon	PF00091	Tubulin/FtsZ family, GTPase domain
evm.model.HIC_ASM_2.7103_Akon	PF12796	Ankyrin repeats (3 copies)
evm.model.HIC_ASM_2.7103_Akon	PF11900	Domain of unknown function (DUF3420)
evm.model.HIC_ASM_2.7103_Akon	PF00651	BTB/POZ domain
evm.model.CTG_1595.1_Akon	PF00091	Tubulin/FtsZ family, GTPase domain
evm.model.CTG_1595.1_Akon	PF03953	Tubulin C-terminal domain
evm.model.HIC_ASM_5.11541_Akon	PF00091	Tubulin/FtsZ family, GTPase domain
evm.model.HIC_ASM_5.11541_Akon	PF03953	Tubulin C-terminal domain
evm.model.HIC_ASM_9.1339_Akon	PF08137	DVL family
evm.model.HIC_ASM_5.5475_Akon	PF00013	KH domain
evm.model.HIC_ASM_3.1072_Akon	PF00560	Leucine Rich Repeat
evm.model.HIC_ASM_3.1072_Akon	PF08263	Leucine rich repeat N-terminal domain
evm.model.HIC_ASM_3.1072_Akon	PF13855	Leucine rich repeat
evm.model.HIC_ASM_3.1072_Akon	PF07714	Protein tyrosine kinase
evm.model.HIC_ASM_1.2342_Akon	PF08513	LisH
evm.model.HIC_ASM_10.5140_Akon	PF09262	Peroxisome biogenesis factor 1, N-terminal
evm.model.HIC_ASM_2.6457_Akon	PF00271	Helicase conserved C-terminal domain
evm.model.HIC_ASM_5.2258_Akon	PF14541	Xylanase inhibitor C-terminal
evm.model.HIC_ASM_7.3078_Akon	PF00177	Ribosomal protein S7p/S5e
evm.model.HIC_ASM_4.8_Akon	PF00288	GHMP kinases N terminal domain
evm.model.HIC_ASM_4.8_Akon	PF18376	MDD_C
evm.model.HIC_ASM_3.23_Akon	PF00253	Ribosomal protein S14p/S29e
evm.model.HIC_ASM_1.5365_Akon	PF00253	Ribosomal protein S14p/S29e
evm.model.HIC_ASM_3.147_Akon	PF00443	Ubiquitin carboxyl-terminal hydrolase
evm.model.HIC_ASM_10.1562_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_8.1204_Akon	PF01424	R3H domain
evm.model.HIC_ASM_12.438_Akon	PF01293	Phosphoenolpyruvate carboxykinase
evm.model.CTG_3317.6_Akon	PF01293	Phosphoenolpyruvate carboxykinase
evm.model.HIC_ASM_5.3048_Akon	PF00383	Cytidine and deoxycytidylate deaminase zinc-binding region
evm.model.HIC_ASM_11.1022_Akon	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain
evm.model.HIC_ASM_12.542_Akon	PF00176	SNF2 family N-terminal domain
evm.model.HIC_ASM_12.542_Akon	PF00271	Helicase conserved C-terminal domain
evm.model.HIC_ASM_3.2673_Akon	PF13359	DDE superfamily endonuclease
evm.model.HIC_ASM_10.1724_Akon	PF12740	Chlorophyllase enzyme
evm.model.HIC_ASM_10.1756_Akon	PF12740	Chlorophyllase enzyme
evm.model.HIC_ASM_0.5345_Akon	PF00933	Glycosyl hydrolase family 3 N terminal domain
evm.model.HIC_ASM_0.5345_Akon	PF01915	Glycosyl hydrolase family 3 C-terminal domain
evm.model.HIC_ASM_10.7020_Akon	PF01187	Macrophage migration inhibitory factor (MIF)
evm.model.CTG_11508.17_Akon	PF00294	pfkB family carbohydrate kinase
evm.model.HIC_ASM_6.8270_Akon	PF05699	hAT family C-terminal dimerisation region
evm.model.HIC_ASM_6.8270_Akon	PF14291	Domain of unknown function (DUF4371)
evm.model.HIC_ASM_3.706_Akon	PF00174	Oxidoreductase molybdopterin binding domain
evm.model.HIC_ASM_12.5001_Akon	PF00113	Enolase, C-terminal TIM barrel domain
evm.model.HIC_ASM_1.3202_Akon	PF04759	Protein of unknown function, DUF617
evm.model.HIC_ASM_2.6810_Akon	PF14291	Domain of unknown function (DUF4371)
evm.model.HIC_ASM_8.256_Akon	PF02358	Trehalose-phosphatase
evm.model.HIC_ASM_8.256_Akon	PF00982	Glycosyltransferase family 20
evm.model.HIC_ASM_4.12332_Akon	PF00270	DEAD/DEAH box helicase
evm.model.HIC_ASM_4.12332_Akon	PF00271	Helicase conserved C-terminal domain
evm.model.HIC_ASM_11.3278_Akon	PF00270	DEAD/DEAH box helicase
evm.model.HIC_ASM_11.3278_Akon	PF00271	Helicase conserved C-terminal domain
evm.model.HIC_ASM_4.13341_Akon	PF03242	Late embryogenesis abundant protein
evm.model.HIC_ASM_7.168_Akon	PF03106	WRKY DNA -binding domain
evm.model.HIC_ASM_10.3288_Akon	PF00307	Calponin homology (CH) domain
evm.model.CTG_13002.6_Akon	PF00238	Ribosomal protein L14p/L23e
evm.model.HIC_ASM_10.1980_Akon	PF00071	Ras family
evm.model.HIC_ASM_5.9491_Akon	PF00831	Ribosomal L29 protein
evm.model.HIC_ASM_9.163_Akon	PF02686	Glu-tRNAGln amidotransferase C subunit
evm.model.HIC_ASM_4.12296.1_Akon	PF02309	AUX/IAA family
evm.model.HIC_ASM_4.4404_Akon	PF03195	Lateral organ boundaries (LOB) domain
evm.model.HIC_ASM_7.230_Akon	PF03460	Nitrite/Sulfite reductase ferredoxin-like half domain
evm.model.HIC_ASM_7.230_Akon	PF01077	Nitrite and sulphite reductase 4Fe-4S domain
evm.model.CTG_1761.4_Akon	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)
evm.model.HIC_ASM_6.1052_Akon	PF03600	Citrate transporter
evm.model.HIC_ASM_7.355.1_Akon	PF12159	Protein of unknown function (DUF3593)
evm.model.HIC_ASM_9.8635_Akon	PF00085	Thioredoxin
evm.model.HIC_ASM_3.299_Akon	PF03552	Cellulose synthase
evm.model.HIC_ASM_5.11019.5_Akon	PF00847	AP2 domain
evm.model.HIC_ASM_3.8065_Akon	PF01040	UbiA prenyltransferase family
evm.model.HIC_ASM_3.8561_Akon	PF03847	Transcription initiation factor TFIID subunit A
evm.model.HIC_ASM_8.5511_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_10.2188_Akon	PF03094	Mlo family
evm.model.HIC_ASM_4.14128_Akon	PF01780	Ribosomal L37ae protein family
evm.model.CTG_10275.2_Akon	PF00230	Major intrinsic protein
evm.model.HIC_ASM_5.9860_Akon	PF01762	Galactosyltransferase
evm.model.CTG_7307.58_Akon	PF00450	Serine carboxypeptidase
evm.model.CTG_16828.1_Akon	PF00181	Ribosomal Proteins L2, RNA binding domain
evm.model.CTG_16828.1_Akon	PF03947	Ribosomal Proteins L2, C-terminal domain
evm.model.HIC_ASM_6.4617_Akon	PF13426	PAS domain
evm.model.HIC_ASM_7.7043_Akon	PF13426	PAS domain
evm.model.HIC_ASM_7.7043_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_4.14176_Akon	PF12937	F-box-like
evm.model.HIC_ASM_4.14176_Akon	PF13426	PAS domain
evm.model.HIC_ASM_4.14176_Akon	PF07646	Kelch motif
evm.model.HIC_ASM_8.123_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_8.123_Akon	PF13855	Leucine rich repeat
evm.model.HIC_ASM_1.10697_Akon	PF00201	UDP-glucoronosyl and UDP-glucosyl transferase
evm.model.HIC_ASM_3.419_Akon	PF14368	Probable lipid transfer
evm.model.HIC_ASM_3.452_Akon	PF14368	Probable lipid transfer
evm.model.HIC_ASM_12.4780_Akon	PF10513	Enhancer of polycomb-like
evm.model.CTG_4350.4_Akon	PF04937	Protein of unknown function (DUF 659)
evm.model.HIC_ASM_5.7959_Akon	PF04937	Protein of unknown function (DUF 659)
evm.model.HIC_ASM_1.1978_Akon	PF04937	Protein of unknown function (DUF 659)
evm.model.HIC_ASM_9.838_Akon	PF04937	Protein of unknown function (DUF 659)
evm.model.HIC_ASM_12.4218_Akon	PF12697	Alpha/beta hydrolase family
evm.model.HIC_ASM_4.12783_Akon	PF03143	Elongation factor Tu C-terminal domain
evm.model.HIC_ASM_4.12783_Akon	PF03144	Elongation factor Tu domain 2
evm.model.HIC_ASM_4.12783_Akon	PF00009	Elongation factor Tu GTP binding domain
evm.model.CTG_15837.14_Akon	PF05577	Serine carboxypeptidase S28
evm.model.HIC_ASM_4.14236_Akon	PF00188	Cysteine-rich secretory protein family
evm.model.HIC_ASM_5.2579_Akon	PF03647	Transmembrane proteins 14C
evm.model.HIC_ASM_1.203_Akon	PF00268	Ribonucleotide reductase, small chain
evm.model.HIC_ASM_7.7160_Akon	PF16211	C-terminus of histone H2A
evm.model.HIC_ASM_7.7160_Akon	PF00125	Core histone H2A/H2B/H3/H4
evm.model.HIC_ASM_11.6525_Akon	PF04937	Protein of unknown function (DUF 659)
evm.model.HIC_ASM_5.12013_Akon	PF00139	Legume lectin domain
evm.model.HIC_ASM_5.12013_Akon	PF00069	Protein kinase domain
evm.model.HIC_ASM_6.4803_Akon	PF00390	Malic enzyme, N-terminal domain
evm.model.HIC_ASM_6.4803_Akon	PF03949	Malic enzyme, NAD binding domain
evm.model.HIC_ASM_12.5003.2_Akon	PF03540	Transcription initiation factor TFIID 23-30kDa subunit
evm.model.HIC_ASM_4.8970_Akon	PF01655	Ribosomal protein L32
evm.model.HIC_ASM_10.7303_Akon	PF00022	Actin
evm.model.HIC_ASM_6.8920_Akon	PF00338	Ribosomal protein S10p/S20e
evm.model.CTG_3192.1_Akon	PF07727	Reverse transcriptase (RNA-dependent DNA polymerase)
evm.model.HIC_ASM_11.3592_Akon	PF01058	NADH ubiquinone oxidoreductase, 20 Kd subunit
evm.model.CTG_19823.3_Akon	PF14369	zinc-ribbon
evm.model.CTG_19823.2_Akon	PF14369	zinc-ribbon
evm.model.CTG_19823.4_Akon	PF14369	zinc-ribbon
evm.model.HIC_ASM_9.4110_Akon	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)
evm.model.HIC_ASM_12.4261_Akon	PF02536	mTERF
