queryid_pep	go_id	go_term	go_domain
evm.model.HIC_ASM_11.6647_Akon	GO:0005618	cell wall	CC
evm.model.HIC_ASM_10.1475_Akon	GO:0016491	oxidoreductase activity	MF
evm.model.HIC_ASM_9.7741_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_9.7741_Akon	GO:0010008	endosome membrane	CC
evm.model.HIC_ASM_9.7741_Akon	GO:0000139	Golgi membrane	CC
evm.model.HIC_ASM_5.9856_Akon	GO:0005743	mitochondrial inner membrane	CC
evm.model.HIC_ASM_5.9856_Akon	GO:0008137	NADH dehydrogenase (ubiquinone) activity	MF
evm.model.HIC_ASM_5.9856_Akon	GO:0005758	mitochondrial intermembrane space	CC
evm.model.HIC_ASM_5.9856_Akon	GO:0070469	respirasome	CC
evm.model.CTG_18987.4_Akon	GO:0004721	phosphoprotein phosphatase activity	MF
evm.model.HIC_ASM_10.1261_Akon	GO:0000287	magnesium ion binding	MF
evm.model.HIC_ASM_10.1261_Akon	GO:0005829	cytosol	CC
evm.model.HIC_ASM_10.1261_Akon	GO:0047840	dCTP diphosphatase activity	MF
evm.model.HIC_ASM_10.1261_Akon	GO:0042262	DNA protection	BP
evm.model.HIC_ASM_10.1261_Akon	GO:0006253	dCTP catabolic process	BP
evm.model.HIC_ASM_2.5585_Akon	GO:0005542	folic acid binding	MF
evm.model.HIC_ASM_2.5585_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_11.6987_evm.model.HIC_ASM_11.6988_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_7005.12_Akon	GO:0046983	protein dimerization activity	MF
evm.model.CTG_7005.12_Akon	GO:0005634	nucleus	CC
evm.model.CTG_7005.12_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_5.127_Akon	GO:0046983	protein dimerization activity	MF
evm.model.HIC_ASM_5.127_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.127_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_6.9376_Akon	GO:0006099	tricarboxylic acid cycle	BP
evm.model.HIC_ASM_6.9376_Akon	GO:0004449	isocitrate dehydrogenase (NAD+) activity	MF
evm.model.CTG_10208.4_evm.model.CTG_10208.5_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_10208.4_evm.model.CTG_10208.5_Akon	GO:0004356	glutamate-ammonia ligase activity	MF
evm.model.CTG_10208.4_evm.model.CTG_10208.5_Akon	GO:0006542	glutamine biosynthetic process	BP
evm.model.HIC_ASM_0.5571_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_0.5571_Akon	GO:0008094	DNA-dependent ATPase activity	MF
evm.model.HIC_ASM_0.5571_Akon	GO:0007131	reciprocal meiotic recombination	BP
evm.model.HIC_ASM_0.5571_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_0.5571_Akon	GO:0006281	DNA repair	BP
evm.model.HIC_ASM_0.5571_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_0.5571_Akon	GO:0000150	recombinase activity	MF
evm.model.HIC_ASM_5.6927_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_6.8603_Akon	GO:0003824	catalytic activity	MF
evm.model.HIC_ASM_8.60_Akon	GO:0051287	NAD binding	MF
evm.model.HIC_ASM_8.60_Akon	GO:0006102	isocitrate metabolic process	BP
evm.model.HIC_ASM_8.60_Akon	GO:0006099	tricarboxylic acid cycle	BP
evm.model.HIC_ASM_8.60_Akon	GO:0000287	magnesium ion binding	MF
evm.model.HIC_ASM_8.60_Akon	GO:0004450	isocitrate dehydrogenase (NADP+) activity	MF
evm.model.HIC_ASM_5.667_Akon	GO:0005618	cell wall	CC
evm.model.HIC_ASM_5.667_Akon	GO:0016020	membrane	CC
evm.model.HIC_ASM_5.667_Akon	GO:0005576	extracellular region	CC
evm.model.HIC_ASM_5.667_Akon	GO:0009664	plant-type cell wall organization	BP
evm.model.CTG_19922.4_Akon	GO:0016740	transferase activity	MF
evm.model.CTG_19922.4_Akon	GO:0016874	ligase activity	MF
evm.model.HIC_ASM_4.6783_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.14862_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.4830.1_Akon	GO:0015079	potassium ion transmembrane transporter activity	MF
evm.model.HIC_ASM_5.4830.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_8.296.1_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_12.4278_Akon	GO:0016491	oxidoreductase activity	MF
evm.model.HIC_ASM_12.4278_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_4.14901_Akon	GO:0006487	protein N-linked glycosylation	BP
evm.model.HIC_ASM_4.14901_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.14901_Akon	GO:0034998	oligosaccharyltransferase I complex	CC
evm.model.HIC_ASM_2.917_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_2.917_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_2.917_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_7.7213_Akon	GO:0055114	obsolete oxidation-reduction process	BP
evm.model.HIC_ASM_1.2512_Akon	GO:0009055	electron transfer activity	MF
evm.model.HIC_ASM_1.2512_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.9943_Akon	GO:0010091	trichome branching	BP
evm.model.HIC_ASM_5.9925_Akon	GO:0010091	trichome branching	BP
evm.model.HIC_ASM_5.12171_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_5.12171_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_5.12171_Akon	GO:0000398	mRNA splicing, via spliceosome	BP
evm.model.HIC_ASM_5.12171_Akon	GO:0089701	U2AF complex	CC
evm.model.HIC_ASM_6.699_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.12709_Akon	GO:0016192	vesicle-mediated transport	BP
evm.model.HIC_ASM_4.12709_Akon	GO:0035658	Mon1-Ccz1 complex	CC
evm.model.HIC_ASM_11.6535_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_3.514_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.514_Akon	GO:0009734	auxin-activated signaling pathway	BP
evm.model.HIC_ASM_3.514_Akon	GO:0055085	transmembrane transport	BP
evm.model.CTG_18822.6_Akon	GO:0009734	auxin-activated signaling pathway	BP
evm.model.CTG_18822.6_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_18822.6_Akon	GO:0055085	transmembrane transport	BP
evm.model.HIC_ASM_0.5797_Akon	GO:0009734	auxin-activated signaling pathway	BP
evm.model.HIC_ASM_0.5797_Akon	GO:0055085	transmembrane transport	BP
evm.model.HIC_ASM_0.5797_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.269_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_11.269_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_11.269_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_11.269_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_11.269_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_11.269_Akon	GO:0005737	cytoplasm	CC
evm.model.CTG_5778.6_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_1.1435_Akon	GO:0005686	U2 snRNP	CC
evm.model.HIC_ASM_1.1435_Akon	GO:0005689	U12-type spliceosomal complex	CC
evm.model.HIC_ASM_1.1435_Akon	GO:0071011	precatalytic spliceosome	CC
evm.model.HIC_ASM_1.1435_Akon	GO:0000398	mRNA splicing, via spliceosome	BP
evm.model.HIC_ASM_5.11278_Akon	GO:0006869	lipid transport	BP
evm.model.HIC_ASM_1.2035_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.HIC_ASM_1.2035_Akon	GO:0016168	chlorophyll binding	MF
evm.model.HIC_ASM_1.2035_Akon	GO:0009523	photosystem II	CC
evm.model.HIC_ASM_1.2035_Akon	GO:0009522	photosystem I	CC
evm.model.HIC_ASM_1.2035_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.HIC_ASM_1.2035_Akon	GO:0009765	photosynthesis, light harvesting	BP
evm.model.HIC_ASM_6.3136_Akon	GO:0009695	jasmonic acid biosynthetic process	BP
evm.model.HIC_ASM_6.3136_Akon	GO:0046423	allene-oxide cyclase activity	MF
evm.model.HIC_ASM_6.3136_Akon	GO:0009507	chloroplast	CC
evm.model.HIC_ASM_6.3137_Akon	GO:0009695	jasmonic acid biosynthetic process	BP
evm.model.HIC_ASM_6.3137_Akon	GO:0046423	allene-oxide cyclase activity	MF
evm.model.HIC_ASM_6.3137_Akon	GO:0009507	chloroplast	CC
evm.model.HIC_ASM_0.4925_Akon	GO:0003924	GTPase activity	MF
evm.model.HIC_ASM_0.4925_Akon	GO:0005200	structural constituent of cytoskeleton	MF
evm.model.HIC_ASM_0.4925_Akon	GO:0007017	microtubule-based process	BP
evm.model.HIC_ASM_0.4925_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_0.4925_Akon	GO:0005874	microtubule	CC
evm.model.HIC_ASM_9.969_Akon	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	CC
evm.model.HIC_ASM_9.969_Akon	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
evm.model.HIC_ASM_9.969_Akon	GO:0015031	protein transport	BP
evm.model.HIC_ASM_9.969_Akon	GO:0030173	integral component of Golgi membrane	CC
evm.model.HIC_ASM_9.969_Akon	GO:0030134	COPII-coated ER to Golgi transport vesicle	CC
evm.model.HIC_ASM_9.969_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_4.1176_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_4.1176_Akon	GO:0004386	helicase activity	MF
evm.model.HIC_ASM_4.1176_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_5.8694_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_5.8694_Akon	GO:0004386	helicase activity	MF
evm.model.HIC_ASM_5.8694_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_3430.11_Akon	GO:0003723	RNA binding	MF
evm.model.CTG_3430.11_Akon	GO:0004386	helicase activity	MF
evm.model.CTG_3430.11_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.1869.1_Akon	GO:0005746	mitochondrial respirasome	CC
evm.model.HIC_ASM_4.1869.1_Akon	GO:0033617	mitochondrial cytochrome c oxidase assembly	BP
evm.model.HIC_ASM_4.1869.1_Akon	GO:0031305	integral component of mitochondrial inner membrane	CC
evm.model.HIC_ASM_1.250_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_1.1103_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_1.1103_Akon	GO:0008540	proteasome regulatory particle, base subcomplex	CC
evm.model.HIC_ASM_1.1103_Akon	GO:0030163	protein catabolic process	BP
evm.model.HIC_ASM_1.1103_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_1.1103_Akon	GO:0036402	proteasome-activating ATPase activity	MF
evm.model.HIC_ASM_1.1103_Akon	GO:0031597	cytosolic proteasome complex	CC
evm.model.HIC_ASM_1.1103_Akon	GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly	BP
evm.model.HIC_ASM_1.2015_Akon	GO:0009768	photosynthesis, light harvesting in photosystem I	BP
evm.model.HIC_ASM_1.2015_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.HIC_ASM_1.2015_Akon	GO:0009416	response to light stimulus	BP
evm.model.HIC_ASM_1.2015_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_1.2015_Akon	GO:0016168	chlorophyll binding	MF
evm.model.HIC_ASM_1.2015_Akon	GO:0010287	plastoglobule	CC
evm.model.HIC_ASM_1.2015_Akon	GO:0009523	photosystem II	CC
evm.model.HIC_ASM_1.2015_Akon	GO:0009522	photosystem I	CC
evm.model.HIC_ASM_1.2015_Akon	GO:0009941	chloroplast envelope	CC
evm.model.HIC_ASM_1.2015_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.CTG_12249.1_Akon	GO:0009768	photosynthesis, light harvesting in photosystem I	BP
evm.model.CTG_12249.1_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.CTG_12249.1_Akon	GO:0009416	response to light stimulus	BP
evm.model.CTG_12249.1_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_12249.1_Akon	GO:0016168	chlorophyll binding	MF
evm.model.CTG_12249.1_Akon	GO:0010287	plastoglobule	CC
evm.model.CTG_12249.1_Akon	GO:0009523	photosystem II	CC
evm.model.CTG_12249.1_Akon	GO:0009522	photosystem I	CC
evm.model.CTG_12249.1_Akon	GO:0009941	chloroplast envelope	CC
evm.model.CTG_12249.1_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.CTG_12094.8_Akon	GO:0009768	photosynthesis, light harvesting in photosystem I	BP
evm.model.CTG_12094.8_Akon	GO:0018298	protein-chromophore linkage	BP
evm.model.CTG_12094.8_Akon	GO:0009416	response to light stimulus	BP
evm.model.CTG_12094.8_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_12094.8_Akon	GO:0016168	chlorophyll binding	MF
evm.model.CTG_12094.8_Akon	GO:0010287	plastoglobule	CC
evm.model.CTG_12094.8_Akon	GO:0009523	photosystem II	CC
evm.model.CTG_12094.8_Akon	GO:0009522	photosystem I	CC
evm.model.CTG_12094.8_Akon	GO:0009941	chloroplast envelope	CC
evm.model.CTG_12094.8_Akon	GO:0009535	chloroplast thylakoid membrane	CC
evm.model.HIC_ASM_5.11166_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_5.11166_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_4.8631_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.8631_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_4.8631_Akon	GO:0004829	threonine-tRNA ligase activity	MF
evm.model.HIC_ASM_4.8631_Akon	GO:0006435	threonyl-tRNA aminoacylation	BP
evm.model.HIC_ASM_3.325_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_3.325_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_3.325_Akon	GO:0004829	threonine-tRNA ligase activity	MF
evm.model.HIC_ASM_3.325_Akon	GO:0006435	threonyl-tRNA aminoacylation	BP
evm.model.HIC_ASM_9.6728_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_9.6728_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_9.6728_Akon	GO:0004829	threonine-tRNA ligase activity	MF
evm.model.HIC_ASM_9.6728_Akon	GO:0006435	threonyl-tRNA aminoacylation	BP
evm.model.HIC_ASM_10.299_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_13738.6_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_13738.6_Akon	GO:0016787	hydrolase activity	MF
evm.model.HIC_ASM_0.5381_Akon	GO:0005829	cytosol	CC
evm.model.HIC_ASM_0.5381_Akon	GO:0005739	mitochondrion	CC
evm.model.HIC_ASM_0.5381_Akon	GO:0044571	[2Fe-2S] cluster assembly	BP
evm.model.HIC_ASM_0.5381_Akon	GO:0001671	ATPase activator activity	MF
evm.model.HIC_ASM_0.5381_Akon	GO:0055072	iron ion homeostasis	BP
evm.model.HIC_ASM_0.5381_Akon	GO:0051087	chaperone binding	MF
evm.model.HIC_ASM_0.5381_Akon	GO:0097428	protein maturation by iron-sulfur cluster transfer	BP
evm.model.HIC_ASM_0.5381_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_0.5381_Akon	GO:0051259	protein complex oligomerization	BP
evm.model.HIC_ASM_0.3774_Akon	GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity	MF
evm.model.HIC_ASM_0.3774_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_0.3774_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_0.3774_Akon	GO:0006094	gluconeogenesis	BP
evm.model.HIC_ASM_0.3777_Akon	GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity	MF
evm.model.HIC_ASM_0.3777_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_0.3777_Akon	GO:0016301	kinase activity	MF
evm.model.HIC_ASM_0.3777_Akon	GO:0006094	gluconeogenesis	BP
evm.model.CTG_13921.2_Akon	GO:0006979	response to oxidative stress	BP
evm.model.CTG_13921.2_Akon	GO:0004601	peroxidase activity	MF
evm.model.CTG_13921.2_Akon	GO:0020037	heme binding	MF
evm.model.CTG_13921.2_Akon	GO:0042744	hydrogen peroxide catabolic process	BP
evm.model.CTG_13921.2_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_13921.2_Akon	GO:0005576	extracellular region	CC
evm.model.HIC_ASM_2.6192_Akon	GO:0006979	response to oxidative stress	BP
evm.model.HIC_ASM_2.6192_Akon	GO:0004601	peroxidase activity	MF
evm.model.HIC_ASM_2.6192_Akon	GO:0020037	heme binding	MF
evm.model.HIC_ASM_2.6192_Akon	GO:0042744	hydrogen peroxide catabolic process	BP
evm.model.HIC_ASM_2.6192_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_2.6192_Akon	GO:0005576	extracellular region	CC
evm.model.HIC_ASM_10.153_Akon	GO:0004252	serine-type endopeptidase activity	MF
evm.model.HIC_ASM_10.153_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_19376.3_Akon	GO:0004252	serine-type endopeptidase activity	MF
evm.model.CTG_19376.3_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_2.45_Akon	GO:0004252	serine-type endopeptidase activity	MF
evm.model.HIC_ASM_2.45_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_7.309_Akon	GO:0004252	serine-type endopeptidase activity	MF
evm.model.HIC_ASM_7.309_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.2910_Akon	GO:0004252	serine-type endopeptidase activity	MF
evm.model.HIC_ASM_5.2910_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_6585.3_Akon	GO:0004252	serine-type endopeptidase activity	MF
evm.model.CTG_6585.3_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_17281.1_Akon	GO:0004252	serine-type endopeptidase activity	MF
evm.model.CTG_17281.1_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.1833_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.1833_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.HIC_ASM_4.1833_Akon	GO:0007165	signal transduction	BP
evm.model.HIC_ASM_5.5939_Akon	GO:0016787	hydrolase activity	MF
evm.model.CTG_6855.6_Akon	GO:0005525	GTP binding	MF
evm.model.CTG_6855.6_Akon	GO:0016817	hydrolase activity, acting on acid anhydrides	MF
evm.model.HIC_ASM_8.6938_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_12078.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_11029.19_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_8222.8_Akon	GO:0000139	Golgi membrane	CC
evm.model.CTG_8222.8_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_8222.8_Akon	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
evm.model.CTG_8222.8_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.CTG_8222.8_Akon	GO:0015031	protein transport	BP
evm.model.HIC_ASM_5.704_Akon	GO:0009527	plastid outer membrane	CC
evm.model.HIC_ASM_2.6915_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_2.6890_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_0.515_Akon	GO:0006865	amino acid transport	BP
evm.model.HIC_ASM_0.515_Akon	GO:0005886	plasma membrane	CC
evm.model.HIC_ASM_0.515_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_19460.4_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_19460.4_Akon	GO:0003676	nucleic acid binding	MF
evm.model.HIC_ASM_5.11743_Akon	GO:0070006	metalloaminopeptidase activity	MF
evm.model.HIC_ASM_5.11743_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_11.6749_Akon	GO:0016042	lipid catabolic process	BP
evm.model.HIC_ASM_11.6749_Akon	GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity	MF
evm.model.HIC_ASM_11.6749_Akon	GO:0004630	phospholipase D activity	MF
evm.model.CTG_18237.5_Akon	GO:0016887	ATPase activity	MF
evm.model.CTG_18237.5_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_4.14227_Akon	GO:0005516	calmodulin binding	MF
evm.model.HIC_ASM_4.12616_Akon	GO:0006457	protein folding	BP
evm.model.HIC_ASM_4.12616_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_1.10613_Akon	GO:0006457	protein folding	BP
evm.model.HIC_ASM_1.10613_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_7307.61_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_7307.61_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.HIC_ASM_0.4325_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_0.4325_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_0.4325_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_9.7749_Akon	GO:0004376	glycolipid mannosyltransferase activity	MF
evm.model.HIC_ASM_9.7749_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_9.7749_Akon	GO:0051751	alpha-1,4-mannosyltransferase activity	MF
evm.model.HIC_ASM_9.7749_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_9.7749_Akon	GO:0006506	GPI anchor biosynthetic process	BP
evm.model.HIC_ASM_9.7757_Akon	GO:0004376	glycolipid mannosyltransferase activity	MF
evm.model.HIC_ASM_9.7757_Akon	GO:0005789	endoplasmic reticulum membrane	CC
evm.model.HIC_ASM_9.7757_Akon	GO:0051751	alpha-1,4-mannosyltransferase activity	MF
evm.model.HIC_ASM_9.7757_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_9.7757_Akon	GO:0006506	GPI anchor biosynthetic process	BP
evm.model.HIC_ASM_6.1069_Akon	GO:0006457	protein folding	BP
evm.model.HIC_ASM_6.1069_Akon	GO:0051082	unfolded protein binding	MF
evm.model.CTG_18185.7_Akon	GO:0006457	protein folding	BP
evm.model.CTG_18185.7_Akon	GO:0051082	unfolded protein binding	MF
evm.model.HIC_ASM_4.3080_Akon	GO:0006457	protein folding	BP
evm.model.HIC_ASM_4.3080_Akon	GO:0051082	unfolded protein binding	MF
evm.model.HIC_ASM_4.13820_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_4.13820_Akon	GO:0045892	negative regulation of transcription, DNA-templated	BP
evm.model.CTG_9491.6_Akon	GO:0005774	vacuolar membrane	CC
evm.model.CTG_9491.6_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_2.5864_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_2.5864_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_2.5864_Akon	GO:0009734	auxin-activated signaling pathway	BP
evm.model.HIC_ASM_2.5864_Akon	GO:0003677	DNA binding	MF
evm.model.CTG_12591.2_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.CTG_12591.2_Akon	GO:0006412	translation	BP
evm.model.CTG_12591.2_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_0.3931_Akon	GO:0004386	helicase activity	MF
evm.model.HIC_ASM_0.3931_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_1.2666_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_1.2666_Akon	GO:0019843	rRNA binding	MF
evm.model.HIC_ASM_1.2666_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_1.2666_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_1.2666_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_1.8227_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_1.8227_Akon	GO:0033588	elongator holoenzyme complex	CC
evm.model.HIC_ASM_1.8227_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_1.8227_Akon	GO:0002098	tRNA wobble uridine modification	BP
evm.model.HIC_ASM_0.4976_Akon	GO:0005509	calcium ion binding	MF
evm.model.CTG_18010.8_Akon	GO:0006412	translation	BP
evm.model.CTG_18010.8_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.CTG_18010.8_Akon	GO:0005761	mitochondrial ribosome	CC
evm.model.HIC_ASM_4.625_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_0.229_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_0.229_Akon	GO:0000387	spliceosomal snRNP assembly	BP
evm.model.HIC_ASM_0.229_Akon	GO:0005681	spliceosomal complex	CC
evm.model.HIC_ASM_0.229_Akon	GO:0005732	sno(s)RNA-containing ribonucleoprotein complex	CC
evm.model.HIC_ASM_6.7442_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_6.7442_Akon	GO:0016787	hydrolase activity	MF
